naca,source,t,camber,x_t,x_c,LE_radius,TE_angle,t_over_xt,area,alpha,Re,CFD_CL,CFD_CM,CFD_CD,LD
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,7.0,500000.0,1.02458,0.0210926,-0.0863675,48.5755
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,7.5,500000.0,1.05885,0.0245172,-0.092781,43.1882
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,8.0,500000.0,1.11314,0.0310794,-0.088062,35.816
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,8.5,500000.0,1.11146,0.0338158,-0.0932805,32.8681
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,9.0,500000.0,1.12252,0.0308511,-0.0823383,36.3851
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,9.5,500000.0,1.13705,0.0334243,-0.096042,34.0186
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,10.0,500000.0,1.13972,0.0331756,-0.0887155,34.3541
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,10.5,500000.0,1.16997,0.0307155,-0.0825141,38.0905
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,11.0,500000.0,1.2167,0.0309855,-0.0911818,39.2667
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,11.5,500000.0,1.18467,0.034382,-0.0915433,34.4559
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,12.0,500000.0,1.11368,0.0311273,-0.0953826,35.7783
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,12.5,500000.0,1.09479,0.0298642,-0.0926879,36.6591
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,13.0,500000.0,1.12829,0.0320295,-0.0818545,35.2264
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,13.5,500000.0,1.09177,0.0333412,-0.0901,32.7455
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,14.0,500000.0,1.12773,0.0328,-0.0943465,34.3819
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,14.5,500000.0,1.14409,0.0319111,-0.0867988,35.8524
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,15.0,500000.0,1.14056,0.0359133,-0.0920802,31.7586
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,15.5,500000.0,1.10948,0.0305304,-0.0916957,36.3403
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,16.0,500000.0,1.10545,0.0336991,-0.082462,32.8036
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,16.5,500000.0,1.10798,0.0301645,-0.0868971,36.7311
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,17.0,500000.0,1.10868,0.0327267,-0.0881517,33.8768
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,17.5,500000.0,1.07217,0.034326,-0.0807079,31.235
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,18.0,500000.0,1.10638,0.0309421,-0.0877642,35.7566
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,18.5,500000.0,1.14227,0.0327715,-0.0797063,34.8556
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,19.0,500000.0,1.1229,0.0302241,-0.0955456,37.1523
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,19.5,500000.0,1.10191,0.0315621,-0.080714,34.9124
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,20.0,500000.0,1.10999,0.0320113,-0.0891767,34.6749
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,20.5,500000.0,1.17463,0.0360386,-0.0915807,32.5936
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,21.0,500000.0,1.11106,0.0334458,-0.0859135,33.2196
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,21.5,500000.0,1.19957,0.0326411,-0.090779,36.7503
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,22.0,500000.0,1.15198,0.0335587,-0.0852659,34.3273
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,22.5,500000.0,1.14882,0.0334852,-0.0836359,34.3083
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,23.0,500000.0,1.18197,0.0327543,-0.0898809,36.0858
EPPLER_E817,airfoil_tools,0.11,0.029,0.329,0.667,0.01,0.0,0.3343,0.05,23.5,500000.0,1.13516,0.0337297,-0.0929175,33.6546
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-6.0,1000000.0,-0.058554,0.0127987,-0.117541,-4.57498
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-5.5,1000000.0,-0.0532581,0.013499,-0.117443,-3.94535
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-5.0,1000000.0,-0.0686157,0.0141641,-0.11413,-4.84435
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-4.5,1000000.0,0.00438241,0.0113953,-0.11662,0.384581
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-4.0,1000000.0,0.0529503,0.0119761,-0.118495,4.42134
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-3.5,1000000.0,0.109718,0.00935516,-0.117066,11.728
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-3.0,1000000.0,0.161794,0.00819682,-0.112439,19.7386
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-2.5,1000000.0,0.212899,0.00741542,-0.122593,28.7103
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-2.0,1000000.0,0.295751,0.00560473,-0.121605,52.7681
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-1.5,1000000.0,0.342525,0.00868588,-0.118565,39.4347
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-1.0,1000000.0,0.384922,0.00872354,-0.126544,44.1245
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,-0.5,1000000.0,0.411708,0.0070057,-0.121593,58.7675
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,0.0,1000000.0,0.487091,0.00700056,-0.117741,69.5789
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,0.5,1000000.0,0.550233,0.00520687,-0.114043,105.675
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,1.0,1000000.0,0.632452,0.00655087,-0.108525,96.5446
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,1.5,1000000.0,0.64634,0.00537334,-0.122446,120.287
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,2.0,1000000.0,0.715238,0.0087668,-0.118228,81.5849
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,2.5,1000000.0,0.773174,0.00849819,-0.107993,90.9811
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,3.0,1000000.0,0.808673,0.0125829,-0.112736,64.2674
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,3.5,1000000.0,0.878984,0.0122846,-0.111869,71.5517
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,4.0,1000000.0,0.939495,0.0136042,-0.112736,69.0591
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,4.5,1000000.0,0.995204,0.012584,-0.105238,79.0846
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,5.0,1000000.0,0.999536,0.0156807,-0.112215,63.7432
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,5.5,1000000.0,1.0195,0.0149092,-0.114018,68.3806
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,6.0,1000000.0,1.14115,0.0161745,-0.110034,70.5526
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,6.5,1000000.0,1.03933,0.0164371,-0.120379,63.2309
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,7.0,1000000.0,1.05073,0.0180268,-0.103589,58.287
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,7.5,1000000.0,1.12567,0.0157624,-0.10795,71.4147
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,8.0,1000000.0,1.10967,0.0155115,-0.0998357,71.5383
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,8.5,1000000.0,1.14252,0.0167403,-0.107559,68.2495
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,9.0,1000000.0,1.11757,0.0143535,-0.108993,77.8606
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,9.5,1000000.0,1.08437,0.015717,-0.10917,68.9933
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,10.0,1000000.0,1.17684,0.0178701,-0.110688,65.8555
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,10.5,1000000.0,1.13115,0.0188644,-0.102863,59.9623
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,11.0,1000000.0,1.11202,0.0161819,-0.104048,68.7201
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,11.5,1000000.0,1.12447,0.0182035,-0.104377,61.7724
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,12.0,1000000.0,1.14894,0.0163284,-0.100809,70.3648
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,12.5,1000000.0,1.11717,0.0197505,-0.111305,56.5642
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,13.0,1000000.0,1.17454,0.0172894,-0.111108,67.934
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,13.5,1000000.0,1.09175,0.0166101,-0.105481,65.7285
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,14.0,1000000.0,1.1293,0.0162779,-0.107827,69.376
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,14.5,1000000.0,1.18969,0.0192946,-0.105418,61.6593
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,15.0,1000000.0,1.11122,0.0171873,-0.104491,64.6532
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,15.5,1000000.0,1.07166,0.0166926,-0.116428,64.1994
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,16.0,1000000.0,1.12469,0.0178784,-0.110228,62.9076
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,16.5,1000000.0,1.1685,0.0154231,-0.11536,75.7628
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,17.0,1000000.0,1.11817,0.0184026,-0.0988914,60.7614
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,17.5,1000000.0,1.09269,0.018444,-0.107901,59.2433
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,18.0,1000000.0,1.10336,0.0181884,-0.104288,60.663
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,18.5,1000000.0,1.05101,0.0189656,-0.100481,55.4167
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,19.0,1000000.0,1.08647,0.0175489,-0.105116,61.9112
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,19.5,1000000.0,1.11952,0.0163086,-0.111213,68.6461
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,20.0,1000000.0,1.10885,0.0185673,-0.104856,59.7203
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,20.5,1000000.0,1.09598,0.0180416,-0.122601,60.7472
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,21.0,1000000.0,1.15264,0.0147494,-0.109596,78.1484
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,21.5,1000000.0,1.06804,0.0153328,-0.101628,69.6574
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,22.0,1000000.0,1.09236,0.0174842,-0.107945,62.4767
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,22.5,1000000.0,1.12759,0.0171307,-0.114411,65.8228
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,23.0,1000000.0,1.14695,0.0163827,-0.115842,70.01
Wortmann_FX60_126,airfoil_tools,0.101,0.036,0.308,0.597,0.01,0.0,0.3279,0.05,23.5,1000000.0,1.09383,0.0189973,-0.103252,57.5782
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-6.0,50000,-12.58,-0.638614,0.050778,-0.007383
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-5.5,50000,-14.88,-0.596174,0.040078,-0.011197
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-5.0,50000,-16.53,-0.547979,0.03315,-0.009935
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-4.5,50000,-17.81,-0.491095,0.027574,-0.008548
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-4.0,50000,-18.65,-0.432384,0.02319,-0.007425
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-3.5,50000,-21.1,-0.395446,0.018741,-0.001891
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-3.0,50000,-19.24,-0.308494,0.016034,-0.004468
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-2.5,50000,-13.58,-0.210268,0.015481,-0.009765
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-2.0,50000,-11.61,-0.171119,0.014745,-0.006232
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-1.5,50000,-9.67,-0.138278,0.014307,-0.002787
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-1.0,50000,-6.86,-0.096661,0.014099,-0.001197
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,-0.5,50000,-3.53,-0.049409,0.014004,-0.000482
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,0.0,50000,0.0,0.0,0.013976,-0.0
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,0.5,50000,3.53,0.049409,0.014004,0.000482
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,1.0,50000,6.86,0.096661,0.014099,0.001197
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,1.5,50000,9.67,0.138278,0.014307,0.002787
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,2.0,50000,11.61,0.171119,0.014745,0.006232
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,2.5,50000,13.58,0.210268,0.015481,0.009765
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,3.0,50000,19.24,0.308494,0.016034,0.004468
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,3.5,50000,21.1,0.395446,0.018741,0.001891
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,4.0,50000,18.65,0.432384,0.02319,0.007425
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,4.5,50000,17.81,0.491095,0.027574,0.008548
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,5.0,50000,16.53,0.547979,0.03315,0.009935
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,5.5,50000,14.88,0.596174,0.040078,0.011197
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,6.0,50000,12.58,0.638614,0.050778,0.007383
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,6.5,50000,10.11,0.660127,0.065315,-0.007465
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,7.0,50000,7.81,0.64917,0.083111,-0.022086
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,7.5,50000,6.69,0.646519,0.096602,-0.031139
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,8.0,50000,6.27,0.653279,0.104175,-0.034939
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,8.5,50000,6.0,0.661012,0.110246,-0.035767
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,9.0,50000,5.72,0.66766,0.116708,-0.035845
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,9.5,50000,5.45,0.674485,0.123717,-0.036055
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,10.0,50000,5.21,0.682209,0.131039,-0.036721
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,10.5,50000,4.99,0.690679,0.138461,-0.037999
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,11.0,50000,4.8,0.699642,0.145851,-0.039887
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,11.5,50000,4.63,0.709034,0.153129,-0.042285
