naca,source,t,camber,x_t,x_c,LE_radius,TE_angle,t_over_xt,area,alpha,Re,CFD_CL,CFD_CM,CFD_CD,LD
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,12.0,50000,4.49,0.718901,0.160251,-0.045092
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,12.5,50000,4.36,0.729296,0.167194,-0.048248
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,13.0,50000,4.26,0.740246,0.17395,-0.051725
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,13.5,50000,4.16,0.751738,0.180521,-0.055519
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,14.0,50000,4.09,0.763715,0.186924,-0.059644
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,14.5,50000,4.02,0.776072,0.193197,-0.06414
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,15.0,50000,3.96,0.788654,0.199398,-0.069075
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,15.5,50000,3.9,0.801254,0.205616,-0.074555
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,16.0,50000,3.84,0.813624,0.211972,-0.080717
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,16.5,50000,3.78,0.825477,0.218622,-0.087729
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,17.0,50000,3.71,0.836499,0.225768,-0.095766
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,17.5,50000,3.62,0.846374,0.233658,-0.104988
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,18.0,50000,3.52,0.854824,0.242584,-0.115488
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,18.5,50000,3.41,0.861661,0.25286,-0.127242
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,19.0,50000,3.27,0.866865,0.264777,-0.14006
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,19.5,50000,3.13,0.870637,0.278547,-0.153579
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,20.0,50000,2.97,0.873402,0.29423,-0.167306
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,20.5,50000,2.81,0.87575,0.311701,-0.180721
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,21.0,50000,2.66,0.87831,0.330653,-0.193386
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,21.5,50000,2.51,0.881611,0.350659,-0.205017
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,22.0,50000,2.39,0.885999,0.371263,-0.215505
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,22.5,50000,2.27,0.891606,0.392064,-0.224875
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,23.0,50000,2.18,0.898392,0.412766,-0.233239
naca0106,airfoil_tools,0.06,0.0,0.3,0.0,0.01,0.0,0.2,0.05,23.5,50000,2.09,0.906203,0.433188,-0.240748
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-6.0,500000,-4.22,-0.288983,0.068434,-0.034466
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-5.5,500000,-4.1,-0.244838,0.059747,-0.04461
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-5.0,500000,-3.7,-0.186696,0.050503,-0.056076
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-4.5,500000,-2.86,-0.117705,0.041125,-0.067814
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-4.0,500000,-1.48,-0.048592,0.032855,-0.0773
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-3.5,500000,0.9,0.024179,0.026787,-0.082286
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-3.0,500000,3.67,0.081271,0.022168,-0.081614
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-2.5,500000,6.33,0.117942,0.018618,-0.078572
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-2.0,500000,12.26,0.182257,0.01487,-0.075799
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-1.5,500000,20.32,0.235398,0.011583,-0.074684
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-1.0,500000,28.11,0.286766,0.0102,-0.073166
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,-0.5,500000,36.14,0.339677,0.0094,-0.072138
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,0.0,500000,43.21,0.391009,0.00905,-0.071695
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,0.5,500000,54.89,0.442947,0.008069,-0.071373
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,1.0,500000,75.63,0.50369,0.00666,-0.07206
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,1.5,500000,82.85,0.560778,0.006769,-0.072463
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,2.0,500000,86.73,0.610296,0.007037,-0.071549
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,2.5,500000,90.7,0.661748,0.007296,-0.070958
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,3.0,500000,94.89,0.714243,0.007527,-0.070494
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,3.5,500000,99.13,0.766964,0.007737,-0.070004
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,4.0,500000,103.24,0.81954,0.007938,-0.069471
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,4.5,500000,106.97,0.87177,0.00815,-0.068938
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,5.0,500000,109.82,0.923603,0.00841,-0.068442
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,5.5,500000,111.07,0.975177,0.00878,-0.067918
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,6.0,500000,109.85,1.026662,0.009346,-0.067106
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,6.5,500000,106.1,1.077244,0.010153,-0.065868
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,7.0,500000,98.22,1.122215,0.011425,-0.06432
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,7.5,500000,85.68,1.158263,0.013519,-0.062427
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,8.0,500000,75.77,1.193718,0.015755,-0.060265
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,8.5,500000,69.0,1.229889,0.017825,-0.057768
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,9.0,500000,63.23,1.263014,0.019975,-0.054725
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,9.5,500000,57.56,1.290154,0.022415,-0.050984
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,10.0,500000,51.81,1.309557,0.025278,-0.046586
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,10.5,500000,46.06,1.320948,0.028678,-0.04186
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,11.0,500000,40.5,1.325749,0.032733,-0.03741
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,11.5,500000,35.33,1.326128,0.037532,-0.033849
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,12.0,500000,30.68,1.323375,0.043128,-0.031494
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,12.5,500000,26.57,1.317198,0.049566,-0.030344
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,13.0,500000,22.94,1.30639,0.056941,-0.030313
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,13.5,500000,19.71,1.289906,0.06544,-0.031458
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,14.0,500000,16.81,1.267207,0.075382,-0.03412
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,14.5,500000,14.18,1.237748,0.087311,-0.038997
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,15.0,500000,11.8,1.200974,0.101799,-0.046957
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,15.5,500000,9.75,1.15887,0.118851,-0.058546
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,16.0,500000,8.11,1.119574,0.138044,-0.0732
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,16.5,500000,6.86,1.088244,0.158721,-0.088595
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,17.0,500000,5.88,1.05943,0.180241,-0.103792
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,17.5,500000,5.11,1.030613,0.201531,-0.119494
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,18.0,500000,4.53,1.004198,0.22164,-0.135392
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,18.5,500000,4.09,0.982603,0.24017,-0.150673
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,19.0,500000,3.75,0.966334,0.257418,-0.164944
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,19.5,500000,3.48,0.954125,0.274225,-0.178162
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,20.0,500000,3.24,0.943967,0.291475,-0.190293
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,20.5,500000,3.02,0.934587,0.309692,-0.20123
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,21.0,500000,2.82,0.926114,0.328932,-0.210925
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,21.5,500000,2.63,0.919397,0.348942,-0.219461
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,22.0,500000,2.48,0.915158,0.369382,-0.22701
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,22.5,500000,2.34,0.913676,0.389946,-0.233778
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,23.0,500000,2.23,0.914847,0.410401,-0.233239
goe101,airfoil_tools,0.069,0.04,0.3,0.3,0.01,0.0,0.2,0.05,23.5,500000,2.13,0.918333,0.430604,-0.245707
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-6.0,100000,-9.96,-0.544488,0.05467,-0.024603
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-5.5,100000,-11.03,-0.531955,0.048218,-0.019447
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-5.0,100000,-12.26,-0.513921,0.041907,-0.01339
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-4.5,100000,-13.95,-0.498561,0.035748,-0.011483
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-4.0,100000,-15.95,-0.46608,0.029225,-0.007504
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-3.5,100000,-17.18,-0.42784,0.024902,-0.00363
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-3.0,100000,-17.75,-0.389473,0.021943,-0.000125
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-2.5,100000,-18.29,-0.357656,0.019559,0.00472
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-2.0,100000,-14.8,-0.246104,0.016631,-0.00573
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-1.5,100000,-7.86,-0.133115,0.016936,-0.014711
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-1.0,100000,-4.38,-0.074102,0.016932,-0.015383
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,-0.5,100000,-1.75,-0.0294,0.016843,-0.01494
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,0.0,100000,0.87,0.014676,0.016861,-0.014945
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,0.5,100000,3.54,0.060075,0.01698,-0.015326
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,1.0,100000,6.24,0.107425,0.017207,-0.016097
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,1.5,100000,9.01,0.158265,0.017569,-0.017491
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,2.0,100000,11.96,0.215857,0.018048,-0.019763
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,2.5,100000,15.79,0.288167,0.018246,-0.022946
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,3.0,100000,23.34,0.391057,0.016751,-0.026953
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,3.5,100000,30.8,0.486017,0.015782,-0.026833
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,4.0,100000,27.09,0.511706,0.018887,-0.017891
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,4.5,100000,25.81,0.555988,0.02154,-0.012926
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,5.0,100000,23.92,0.612215,0.025597,-0.011206
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,5.5,100000,21.01,0.660702,0.031442,-0.008944
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,6.0,100000,17.69,0.702839,0.039739,-0.006639
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,6.5,100000,15.2,0.722639,0.047538,-0.005548
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,7.0,100000,13.69,0.741642,0.054167,-0.001824
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,7.5,100000,12.1,0.747665,0.061794,0.002165
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,8.0,100000,10.54,0.739278,0.07014,0.004371
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,8.5,100000,9.14,0.723022,0.079093,0.003568
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,9.0,100000,7.97,0.707473,0.088781,6.2e-05
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,9.5,100000,7.06,0.697767,0.09886,-0.004418
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,10.0,100000,6.38,0.693421,0.108632,-0.008742
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,10.5,100000,5.88,0.692682,0.117832,-0.012829
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,11.0,100000,5.49,0.69456,0.126553,-0.016865
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,11.5,100000,5.18,0.698529,0.134934,-0.020959
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,12.0,100000,4.92,0.704203,0.143066,-0.025142
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,12.5,100000,4.71,0.71126,0.151002,-0.029421
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,13.0,100000,4.53,0.719443,0.158768,-0.03381
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,13.5,100000,4.38,0.72856,0.166374,-0.038343
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,14.0,100000,4.25,0.738469,0.173827,-0.043076
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,14.5,100000,4.14,0.74905,0.181138,-0.048087
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,15.0,100000,4.04,0.76018,0.188338,-0.053481
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,15.5,100000,3.95,0.771706,0.195488,-0.059394
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,16.0,100000,3.87,0.783441,0.202689,-0.065987
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,16.5,100000,3.78,0.795155,0.210089,-0.073448
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,17.0,100000,3.7,0.806583,0.217891,-0.081976
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,17.5,100000,3.61,0.817436,0.226355,-0.091752
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,18.0,100000,3.51,0.827438,0.235792,-0.102899
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,18.5,100000,3.39,0.836369,0.246538,-0.115418
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,19.0,100000,3.26,0.84413,0.258909,-0.129144
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,19.5,100000,3.11,0.850786,0.273134,-0.143717
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,20.0,100000,2.96,0.856592,0.289287,-0.158624
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,20.5,100000,2.81,0.861944,0.307242,-0.173296
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,21.0,100000,2.65,0.8673,0.326682,-0.187222
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,21.5,100000,2.51,0.873065,0.347162,-0.200046
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,22.0,100000,2.39,0.879518,0.368209,-0.211597
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,22.5,100000,2.28,0.886788,0.389406,-0.221868
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,23.0,100000,2.18,0.894867,0.410449,-0.230963
supermarine371ii,airfoil_tools,0.084,0.009,0.5,0.45,0.01,0.0,0.084,0.05,23.5,100000,2.1,0.903656,0.431154,-0.239044
